index,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,is_zero_adr,is_group_block
27094,Resort Hotel,0,1,2016,August,34,18,0,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,214.0,0,1,Check-Out,2016-08-20,0,0
27095,Resort Hotel,0,2,2016,August,34,19,0,1,1,0,0,BB,CN,Corporate,Corporate,0,0,0,A,D,0,No Deposit,0,59,0,Transient,160.0,0,0,Check-Out,2016-08-20,0,0
27096,Resort Hotel,0,128,2016,August,34,14,2,4,2,2,0,HB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,250,0,0,Transient,317.67,0,0,Check-Out,2016-08-20,0,0
27097,Resort Hotel,0,28,2016,August,34,15,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,231.0,0,1,Check-Out,2016-08-20,0,0
27098,Resort Hotel,0,7,2016,August,33,13,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,214.71,0,1,Check-Out,2016-08-20,0,0
27099,Resort Hotel,0,99,2016,August,32,6,4,10,2,0,0,HB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,5,0,0,Transient,190.34,0,0,Check-Out,2016-08-20,0,0
27100,Resort Hotel,0,14,2016,August,34,17,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,0,0,Transient,241.0,0,3,Check-Out,2016-08-20,0,0
27102,Resort Hotel,0,7,2016,August,34,19,0,1,1,0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,314,0,0,Transient,140.0,0,0,Check-Out,2016-08-20,0,0
27104,Resort Hotel,0,1,2016,August,34,19,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,F,0,No Deposit,250,0,0,Transient,169.0,0,0,Check-Out,2016-08-20,0,0
27105,Resort Hotel,0,24,2016,August,34,17,0,3,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,250,0,0,Transient,200.1,0,2,Check-Out,2016-08-20,0,0
27106,Resort Hotel,0,179,2016,August,33,12,2,6,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,174.0,0,1,Check-Out,2016-08-20,0,0
27107,Resort Hotel,0,162,2016,August,33,13,2,5,2,0,0,BB,IRL,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,0,Transient,191.0,0,1,Check-Out,2016-08-20,0,0
27108,Resort Hotel,0,54,2016,August,34,18,0,2,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,279.0,1,0,Check-Out,2016-08-20,0,0
27109,Resort Hotel,0,4,2016,August,34,18,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,179.0,0,2,Check-Out,2016-08-20,0,0
27110,Resort Hotel,0,13,2016,August,34,16,0,4,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,241.0,0,1,Check-Out,2016-08-20,0,0
27111,Resort Hotel,0,13,2016,August,34,16,0,4,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242,0,0,Transient,237.9,0,2,Check-Out,2016-08-20,0,0
27112,Resort Hotel,0,64,2016,August,33,13,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,241.0,0,0,Check-Out,2016-08-20,0,0
27113,Resort Hotel,0,28,2016,August,34,14,2,4,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,273.0,0,0,Check-Out,2016-08-20,0,0
27114,Resort Hotel,0,106,2016,August,34,14,2,4,2,0,0,BB,LTU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,217.67,0,1,Check-Out,2016-08-20,0,0
27115,Resort Hotel,0,52,2016,August,34,14,2,4,2,1,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,0,0,Transient,190.7,0,0,Check-Out,2016-08-20,0,0
27116,Resort Hotel,0,6,2016,August,34,18,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,175.0,0,2,Check-Out,2016-08-20,0,0
27117,Resort Hotel,0,1,2016,August,34,19,0,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,199.0,1,1,Check-Out,2016-08-20,0,0
27118,Resort Hotel,0,0,2016,August,34,18,0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,221.0,0,1,Check-Out,2016-08-20,0,0
27119,Resort Hotel,0,6,2016,August,34,18,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,0,0,Transient,189.0,0,1,Check-Out,2016-08-20,0,0
27120,Resort Hotel,0,2,2016,August,34,19,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,339,0,0,Transient,159.2,0,2,Check-Out,2016-08-20,0,0
27121,Resort Hotel,0,119,2016,August,34,20,2,5,2,1,0,FB,BRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,196,0,0,Transient-Party,215.6,0,1,Check-Out,2016-08-27,0,0
27122,Resort Hotel,0,180,2016,August,34,16,0,4,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240,0,0,Transient,160.0,0,1,Check-Out,2016-08-20,0,0
27123,Resort Hotel,0,27,2016,August,34,18,0,2,2,0,1,BB,MAR,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240,0,0,Transient,231.0,0,2,Check-Out,2016-08-20,0,0
27124,Resort Hotel,1,17,2016,August,34,20,0,1,2,0,0,BB,AGO,Online TA,TA/TO,0,0,0,A,I,1,No Deposit,240,0,0,Transient,209.0,0,1,No-Show,2016-08-20,0,0
27125,Resort Hotel,0,178,2016,August,34,14,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,0,0,Contract,130.55,0,0,Check-Out,2016-08-21,0,0
27126,Resort Hotel,0,15,2016,August,34,18,0,3,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,0,0,Transient,165.5,0,1,Check-Out,2016-08-21,0,0
27127,Resort Hotel,0,216,2016,August,34,14,2,5,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242,0,0,Transient,185.37,1,1,Check-Out,2016-08-21,0,0
27128,Resort Hotel,0,11,2016,August,34,19,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,5,0,0,Transient,187.2,0,0,Check-Out,2016-08-21,0,0
27129,Resort Hotel,0,205,2016,August,34,14,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,0,0,Contract,90.1,0,0,Check-Out,2016-08-21,0,0
27130,Resort Hotel,0,52,2016,August,34,14,2,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,250,0,0,Transient,212.1,1,1,Check-Out,2016-08-21,0,0
27131,Resort Hotel,0,3,2016,August,34,19,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,206.0,0,1,Check-Out,2016-08-21,0,0
27132,Resort Hotel,0,178,2016,August,34,14,2,5,2,0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314,0,0,Transient,165.2,0,0,Check-Out,2016-08-21,0,0
27133,Resort Hotel,0,89,2016,August,34,15,1,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,243.0,1,2,Check-Out,2016-08-21,0,0
27134,Resort Hotel,0,32,2016,August,34,15,1,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,250,0,0,Transient,199.1,0,0,Check-Out,2016-08-21,0,0
27135,Resort Hotel,1,186,2017,April,15,14,1,2,2,0,0,BB,PRT,Direct,Direct,1,1,1,A,A,0,No Deposit,0,0,0,Transient-Party,76.67,0,3,Canceled,2017-01-05,0,0
27136,Resort Hotel,0,220,2016,August,34,15,1,5,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240,0,0,Transient,190.0,0,1,Check-Out,2016-08-21,0,0
27137,Resort Hotel,0,15,2016,August,34,18,0,3,3,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,314,0,0,Transient,220.87,1,0,Check-Out,2016-08-21,0,0
27138,Resort Hotel,0,91,2016,August,34,15,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,0,Transient-Party,203.0,0,1,Check-Out,2016-08-21,0,0
27139,Resort Hotel,0,194,2016,August,34,15,1,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,0,0,Transient,126.9,0,0,Check-Out,2016-08-21,0,0
27140,Resort Hotel,0,194,2016,August,34,15,1,5,2,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,0,0,Transient,146.7,0,1,Check-Out,2016-08-21,0,0
27141,Resort Hotel,0,124,2016,August,34,17,0,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,0,Transient,191.0,0,1,Check-Out,2016-08-21,0,0
27142,Resort Hotel,0,3,2016,August,34,18,0,3,2,0,1,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,250,0,0,Transient,170.7,1,1,Check-Out,2016-08-21,0,0
27143,Resort Hotel,0,17,2016,August,34,16,0,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,311.0,0,1,Check-Out,2016-08-21,0,0
27144,Resort Hotel,0,18,2016,August,34,20,0,1,2,0,0,HB,PRT,Direct,Direct,0,0,0,D,F,0,No Deposit,250,0,0,Transient,248.1,0,1,Check-Out,2016-08-21,0,0
27145,Resort Hotel,0,1,2016,August,35,21,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250,0,0,Transient,200.0,0,1,Check-Out,2016-08-22,0,0
27146,Resort Hotel,0,11,2016,August,34,19,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,234.0,0,2,Check-Out,2016-08-21,0,0
27147,Resort Hotel,0,26,2016,August,34,20,0,1,2,0,0,BB,FRA,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,0,Transient,254.0,0,0,Check-Out,2016-08-21,0,0
27148,Resort Hotel,0,27,2016,August,35,21,2,4,2,0,0,BB,FRA,Direct,Direct,0,0,0,E,F,1,No Deposit,250,0,0,Group,246.5,0,1,Check-Out,2016-08-27,0,0
27149,Resort Hotel,0,17,2016,August,34,18,0,3,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175,0,0,Transient,175.2,0,1,Check-Out,2016-08-21,0,0
27150,Resort Hotel,0,134,2016,August,34,18,0,3,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,179.0,0,1,Check-Out,2016-08-21,0,0
27151,Resort Hotel,0,98,2016,August,34,15,1,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,0,Transient,238.0,1,0,Check-Out,2016-08-21,0,0
27152,Resort Hotel,0,97,2016,August,34,17,0,4,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,211.0,0,1,Check-Out,2016-08-21,0,0
27153,Resort Hotel,0,136,2016,August,34,15,1,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,2,No Deposit,240,0,0,Transient,286.6,0,0,Check-Out,2016-08-21,0,0
27154,Resort Hotel,0,12,2016,August,34,17,0,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,243.5,0,1,Check-Out,2016-08-21,0,0
27155,Resort Hotel,0,19,2016,August,34,15,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,232.67,0,1,Check-Out,2016-08-21,0,0
27156,Resort Hotel,0,36,2017,August,33,16,2,8,2,0,0,BB,PRT,Direct,TA/TO,1,0,1,F,F,0,No Deposit,0,0,0,Transient,285.0,0,2,Check-Out,2017-08-26,0,0
27157,Resort Hotel,0,0,2016,August,34,20,0,1,1,1,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,189.0,0,0,Check-Out,2016-08-21,0,0
27158,Resort Hotel,0,12,2016,August,35,21,2,3,1,1,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,189.0,0,1,Check-Out,2016-08-26,0,0
27159,Resort Hotel,0,223,2016,August,34,16,0,5,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,314,0,0,Transient,167.6,0,0,Check-Out,2016-08-21,0,0
27160,Resort Hotel,0,97,2016,August,33,7,4,10,2,1,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,3,0,0,Transient,217.5,0,0,Check-Out,2016-08-21,0,0
27161,Resort Hotel,0,68,2016,August,35,22,3,6,2,0,0,BB,ITA,Direct,Direct,0,0,0,D,D,2,No Deposit,250,0,0,Transient,191.32,1,0,Check-Out,2016-08-31,0,0
27162,Resort Hotel,0,208,2016,August,32,1,6,15,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,2,No Deposit,171,0,0,Transient,126.0,0,0,Check-Out,2016-08-22,0,0
27163,Resort Hotel,0,113,2016,August,33,13,3,6,3,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,0,0,0,Transient,211.67,0,0,Check-Out,2016-08-22,0,0
27164,Resort Hotel,0,209,2016,August,34,15,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,0,0,Contract,118.1,0,0,Check-Out,2016-08-22,0,0
27165,Resort Hotel,0,154,2016,August,34,15,2,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250,0,0,Transient,185.44,0,0,Check-Out,2016-08-22,0,0
27166,Resort Hotel,0,0,2016,August,34,20,1,1,1,0,0,BB,AGO,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,191.0,0,0,Check-Out,2016-08-22,0,0
27167,Resort Hotel,0,108,2016,August,34,16,1,5,3,0,0,BB,AGO,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,0,0,Transient,234.0,0,1,Check-Out,2016-08-22,0,0
27168,Resort Hotel,0,255,2016,August,34,19,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,15,0,0,Transient,100.8,0,0,Check-Out,2016-08-22,0,0
27169,Resort Hotel,0,206,2016,August,33,8,4,10,3,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,0,Transient,189.25,0,1,Check-Out,2016-08-22,0,0
27170,Resort Hotel,0,91,2016,August,34,15,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient-Party,191.0,0,1,Check-Out,2016-08-22,0,0
27171,Resort Hotel,0,91,2016,August,34,15,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient-Party,199.0,0,1,Check-Out,2016-08-22,0,0
27172,Resort Hotel,0,126,2016,August,34,15,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient-Party,199.0,0,1,Check-Out,2016-08-22,0,0
27173,Resort Hotel,0,126,2016,August,34,15,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient-Party,211.0,1,1,Check-Out,2016-08-22,0,0
27174,Resort Hotel,0,210,2016,August,34,15,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,196,0,0,Transient,168.8,1,0,Check-Out,2016-08-22,0,0
27175,Resort Hotel,0,205,2017,August,33,19,2,6,2,0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,1,D,D,0,No Deposit,6,0,0,Group,152.1,1,0,Check-Out,2017-08-27,0,0
27176,Resort Hotel,0,50,2016,August,34,20,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,240,0,0,Transient,206.0,0,1,Check-Out,2016-08-22,0,0
27177,Resort Hotel,0,99,2016,August,34,19,1,2,2,0,0,BB,NZL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,0,0,Transient,146.33,0,1,Check-Out,2016-08-22,0,0
27178,Resort Hotel,0,88,2016,August,34,17,1,4,2,2,0,HB,ESP,Online TA,TA/TO,0,0,0,C,C,2,No Deposit,196,0,0,Transient,213.6,0,0,Check-Out,2016-08-22,0,0
27179,Resort Hotel,0,117,2016,August,34,19,1,2,3,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,242,0,0,Transient,275.0,0,1,Check-Out,2016-08-22,0,0
27180,Resort Hotel,0,129,2016,August,34,19,1,2,2,0,0,FB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,196,0,0,Transient,249.0,1,2,Check-Out,2016-08-22,0,0
27181,Resort Hotel,0,33,2016,August,34,17,1,4,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,D,I,2,No Deposit,240,0,0,Transient,270.1,0,1,Check-Out,2016-08-22,0,0
27182,Resort Hotel,0,26,2016,August,35,22,1,0,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,0,0,Transient,268.5,1,1,Check-Out,2016-08-23,0,0
27183,Resort Hotel,0,79,2016,August,34,17,1,4,3,0,0,BB,ESP,Direct,Direct,0,0,0,F,F,1,No Deposit,250,0,0,Transient-Party,259.0,0,1,Check-Out,2016-08-22,0,0
27184,Resort Hotel,0,12,2016,August,34,17,1,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,209.0,0,2,Check-Out,2016-08-22,0,0
27185,Resort Hotel,0,88,2016,August,34,18,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,193.0,1,2,Check-Out,2016-08-22,0,0
27186,Resort Hotel,0,82,2016,August,34,17,1,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,199.0,0,1,Check-Out,2016-08-22,0,0
27187,Resort Hotel,0,79,2016,August,34,17,1,4,2,0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,0,Transient-Party,235.6,1,0,Check-Out,2016-08-22,0,0
27188,Resort Hotel,0,49,2016,August,34,15,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,0,0,Transient,140.0,0,1,Check-Out,2016-08-22,0,0
27189,Resort Hotel,0,208,2016,August,33,8,4,10,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,75,0,0,Contract,139.72,0,0,Check-Out,2016-08-22,0,0
27190,Resort Hotel,0,56,2016,August,34,20,1,1,2,0,0,HB,DZA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,0,0,Transient,261.0,0,2,Check-Out,2016-08-22,0,0
27191,Resort Hotel,0,56,2016,August,34,17,1,4,3,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,1,No Deposit,250,0,0,Transient-Party,219.0,0,1,Check-Out,2016-08-22,0,0
27192,Resort Hotel,0,56,2016,August,34,17,1,4,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,250,0,0,Transient-Party,203.0,1,0,Check-Out,2016-08-22,0,0
27193,Resort Hotel,0,103,2016,August,34,19,1,2,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,0,0,Transient,189.42,0,1,Check-Out,2016-08-22,0,0
27195,Resort Hotel,0,0,2016,August,34,19,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,217.67,0,2,Check-Out,2016-08-22,0,0
27196,Resort Hotel,0,48,2016,August,34,20,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,206.0,0,1,Check-Out,2016-08-22,0,0
27197,Resort Hotel,0,65,2016,August,34,17,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,0,0,Transient,171.17,0,1,Check-Out,2016-08-22,0,0
27198,Resort Hotel,0,221,2016,August,33,13,3,6,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,71,0,0,Contract,95.2,0,0,Check-Out,2016-08-22,0,0
27199,Resort Hotel,0,167,2016,August,34,18,1,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,314,0,0,Transient,157.2,0,0,Check-Out,2016-08-22,0,0
27200,Resort Hotel,0,200,2017,August,33,14,1,4,2,0,0,HB,PRT,Online TA,TA/TO,1,0,0,E,E,1,No Deposit,314,0,0,Transient,184.64,0,0,Check-Out,2017-08-19,0,0
27201,Resort Hotel,0,58,2016,August,34,16,1,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,0,0,Transient,269.0,0,1,Check-Out,2016-08-22,0,0
27202,Resort Hotel,0,23,2016,August,34,20,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,0,Transient,231.0,0,2,Check-Out,2016-08-22,0,0
27203,Resort Hotel,0,49,2016,August,34,19,1,2,2,0,0,BB,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,195.67,0,1,Check-Out,2016-08-22,0,0
27204,Resort Hotel,0,119,2016,August,34,19,1,2,2,1,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,0,0,Transient-Party,241.0,0,2,Check-Out,2016-08-22,0,0
27205,Resort Hotel,0,199,2016,August,33,8,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,0,0,Contract,90.1,0,0,Check-Out,2016-08-22,0,0
27206,Resort Hotel,0,12,2016,August,35,21,1,0,2,0,0,BB,DZA,Direct,Direct,0,0,0,H,H,0,No Deposit,0,0,0,Transient-Party,274.0,0,2,Check-Out,2016-08-22,0,0
27207,Resort Hotel,0,13,2016,August,35,22,1,3,2,0,0,BB,DZA,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient-Party,188.0,0,2,Check-Out,2016-08-26,0,0
27208,Resort Hotel,0,10,2016,August,34,20,1,1,2,1,1,HB,PRT,Direct,Direct,0,0,0,H,H,1,No Deposit,250,0,0,Transient,300.6,1,0,Check-Out,2016-08-22,0,0
27209,Resort Hotel,0,80,2016,August,34,17,1,4,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,199.0,0,2,Check-Out,2016-08-22,0,0
27210,Resort Hotel,0,119,2016,August,34,19,1,2,2,0,1,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,0,0,Transient-Party,228.0,0,2,Check-Out,2016-08-22,0,0
27211,Resort Hotel,0,12,2016,August,34,20,1,1,2,1,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,0,0,Transient,246.0,1,2,Check-Out,2016-08-22,0,0
27213,Resort Hotel,0,15,2016,August,34,16,2,5,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,297.29,0,1,Check-Out,2016-08-23,0,0
27214,Resort Hotel,0,75,2016,August,34,20,2,1,2,0,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,0,0,0,Transient,203.0,0,1,Check-Out,2016-08-23,0,0
27215,Resort Hotel,0,75,2016,August,34,20,2,1,2,0,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,0,0,0,Transient,191.0,0,1,Check-Out,2016-08-23,0,0
27216,Resort Hotel,0,133,2016,August,34,16,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,2,No Deposit,250,0,0,Transient,211.0,1,2,Check-Out,2016-08-23,0,0
27218,Resort Hotel,0,0,2016,August,35,22,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,179.0,0,1,Check-Out,2016-08-23,0,0
27220,Resort Hotel,0,53,2016,August,34,16,2,5,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196,0,0,Transient,141.0,0,0,Check-Out,2016-08-23,0,0
27221,Resort Hotel,0,4,2016,August,34,20,2,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,0,Transient,224.1,1,0,Check-Out,2016-08-23,0,0
27222,Resort Hotel,0,7,2016,August,35,23,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,250,0,0,Group,254.1,1,0,Check-Out,2016-08-25,0,0
27223,Resort Hotel,0,139,2016,August,34,15,3,5,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,0,0,Transient,268.75,1,1,Check-Out,2016-08-23,0,0
27224,Resort Hotel,0,78,2016,August,34,15,3,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240,0,0,Transient,200.88,0,1,Check-Out,2016-08-23,0,0
27225,Resort Hotel,0,35,2016,August,34,18,2,3,3,1,0,HB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,0,0,Transient,352.0,0,1,Check-Out,2016-08-23,0,0
27226,Resort Hotel,0,13,2016,August,34,17,2,4,2,0,1,HB,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,250,0,0,Transient,241.0,1,1,Check-Out,2016-08-23,0,0
27227,Resort Hotel,0,10,2016,August,34,20,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,0,0,Transient,169.91,0,1,Check-Out,2016-08-23,0,0
27228,Resort Hotel,0,208,2016,August,33,13,4,6,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,0,0,Transient,118.24,0,2,Check-Out,2016-08-23,0,0
27229,Resort Hotel,0,129,2016,August,34,16,2,5,3,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5,0,0,Transient,211.2,0,0,Check-Out,2016-08-23,0,0
27230,Resort Hotel,0,148,2016,August,34,14,4,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,209.0,0,1,Check-Out,2016-08-23,0,0
